Distance_km,Vehicle_Type,Passengers,Nominal_L_per_100km,Duration_min,Fuel_Consumed_L
3.07,Sedan,2,9.27,7.91,0.27
23.75,SUV,7,7.88,43.11,1.83
23.95,Sedan,4,6.12,25.34,1.75
39.65,Bus,36,17.84,88.53,10.66
4.16,SUV,3,7.97,10.67,0.45
29.98,SUV,6,10.65,58.44,3.31
36.14,SUV,6,5.44,62.6,2.26
24.08,Bus,23,16.41,68.37,4.48
34.21,Van,9,12.47,60.63,5.29
10.67,SUV,3,8.56,24.01,1.06
37.57,Van,2,9.52,56.59,4.27
9.34,SUV,3,9.66,7.92,1.05
13.86,SUV,6,10.36,25.56,1.46
32.24,Sedan,1,6.75,42.14,2.32
68.22,SUV,3,7.8,108.11,5.6
60.85,Sedan,1,7.05,70.84,4.81
26.89,Bus,18,16.79,71.14,6.16
5.92,Sedan,2,7.39,18.52,0.6
14.25,Bus,15,22.45,46.32,3.42
17.42,SUV,7,5.09,42.93,0.81
2.12,SUV,2,9.17,16.85,0.2
9.2,SUV,2,6.4,11.56,0.76
38.27,Sedan,1,9.43,57.89,4.23
58.44,Sedan,1,5.94,75.66,3.22
42.19,Sedan,2,7.4,72.5,3.81
14.88,SUV,6,8.95,36.7,1.33
33.22,SUV,7,7.8,50.68,2.69
21.17,Van,11,9.34,33.85,2.01
9.14,Sedan,3,8.4,23.33,0.63
26.05,Sedan,2,7.65,25.67,2.55
31.3,SUV,4,11.92,53.57,3.47
10.65,Bus,25,18.17,28.5,2.59
7.11,Van,5,11.52,27.7,0.82
15.11,SUV,5,8.6,26.43,1.25
46.23,SUV,6,8.57,59.74,5.02
35.1,Sedan,2,5.25,70.29,2.04
15.88,Bus,9,18.25,53.19,3.22
11.37,Van,6,9.58,27.01,1.2
21.04,Sedan,4,7.03,32.57,1.81
8.72,SUV,4,9.26,9.34,0.83
24.26,Sedan,3,6.85,53.58,2.12
18.93,Bus,42,23.03,45.52,7.21
2.0,Sedan,4,6.45,5.0,0.2
16.49,SUV,3,10.14,30.09,1.76
2.21,Sedan,4,8.96,9.83,0.2
25.37,Van,13,13.35,35.11,4.22
8.19,Van,3,13.08,9.11,1.29
5.05,Van,13,10.45,16.75,0.68
17.82,SUV,6,9.34,42.91,1.79
16.69,Bus,36,14.05,47.91,3.15
25.93,Sedan,2,7.1,32.4,1.97
8.49,Sedan,1,6.83,13.28,0.74
49.65,Sedan,1,6.53,86.54,3.24
33.91,Bus,12,21.08,61.74,9.01
50.84,Sedan,3,5.05,86.25,2.87
18.45,Van,13,13.94,25.23,2.93
10.45,Van,2,12.62,28.76,1.29
58.52,Sedan,2,6.42,83.48,4.53
33.5,Sedan,3,6.32,57.32,2.43
17.48,Sedan,4,7.08,29.15,1.46
20.51,SUV,1,11.28,41.78,2.84
15.24,Sedan,4,6.62,27.02,0.94
39.11,Sedan,1,6.67,69.62,2.68
27.3,Bus,8,18.05,55.64,5.56
29.63,Bus,14,23.35,68.98,7.73
9.72,Sedan,4,6.06,18.36,0.63
19.25,Sedan,4,6.46,23.36,1.29
23.95,Sedan,1,8.26,28.9,2.09
5.54,Van,12,11.26,13.05,0.7
27.02,Van,12,13.05,49.44,4.99
22.42,Sedan,3,5.41,39.36,1.39
37.0,Sedan,4,6.25,50.84,2.62
41.03,Van,11,13.67,67.98,5.85
66.79,SUV,7,7.99,104.85,5.45
23.47,Sedan,3,6.32,37.89,1.81
16.5,SUV,5,9.39,24.95,1.89
8.55,Sedan,3,5.31,26.44,0.38
7.36,Sedan,1,6.0,23.54,0.52
20.32,Van,2,11.2,34.87,2.5
6.8,Van,7,11.08,14.93,0.87
7.86,SUV,3,10.92,18.81,1.04
20.82,Bus,13,22.62,58.05,5.03
15.6,SUV,2,7.72,26.91,1.34
10.39,Van,2,11.2,24.42,1.36
16.4,SUV,5,10.01,30.14,2.02
34.64,Bus,12,22.55,102.37,9.09
27.35,Bus,14,20.16,54.11,6.9
40.01,Sedan,3,6.85,54.19,3.2
18.48,Bus,21,20.0,49.4,5.08
15.24,Van,8,12.21,30.18,2.16
23.06,Van,5,9.33,34.52,2.38
8.0,Sedan,1,6.73,19.0,0.57
17.47,Van,10,13.63,46.43,3.14
16.17,Bus,37,17.38,32.09,4.29
91.96,Sedan,2,6.66,165.62,7.59
44.88,Bus,16,17.27,101.21,10.73
31.89,Sedan,4,4.0,49.51,1.48
27.99,Sedan,4,6.52,61.04,2.39
55.3,SUV,2,9.45,70.28,5.74
27.83,SUV,3,8.23,49.64,2.72
11.81,SUV,2,7.27,25.2,0.86
11.11,Sedan,2,5.44,18.38,0.58
35.22,Bus,36,20.29,56.34,11.45
31.25,Sedan,1,8.87,47.21,2.8
27.74,Sedan,1,8.16,34.15,2.44
41.14,Sedan,4,4.89,59.92,1.88
39.74,SUV,5,10.28,73.01,5.26
4.63,Bus,40,16.01,10.98,1.12
18.82,Van,6,9.95,43.09,1.7
29.66,Van,8,10.17,41.79,3.44
47.65,Sedan,3,7.35,57.98,4.13
32.65,SUV,7,10.44,65.45,4.24
35.51,SUV,3,8.85,37.2,3.27
8.99,SUV,2,8.88,15.75,0.79
6.27,Sedan,1,7.06,22.85,0.55
26.94,Van,2,12.02,45.51,4.05
15.06,SUV,5,10.76,38.92,1.52
30.14,Van,10,8.69,49.2,2.54
13.04,SUV,6,9.03,24.07,1.29
14.76,Sedan,3,5.22,26.72,0.82
34.87,SUV,6,8.92,65.62,3.64
21.65,Sedan,3,6.23,47.69,1.24
12.51,Bus,34,17.86,32.32,2.65
19.53,SUV,4,7.8,25.81,1.84
31.82,Sedan,3,4.72,40.46,1.49
20.45,Bus,36,11.72,44.93,3.37
29.47,SUV,1,8.8,43.26,2.84
17.77,Sedan,1,5.98,26.59,1.0
45.22,SUV,5,7.99,63.4,4.1
19.25,Sedan,2,8.09,28.43,1.75
14.35,Van,9,9.45,31.23,1.27
52.39,Van,13,13.55,96.22,9.01
21.75,Bus,10,22.87,37.98,6.02
29.17,SUV,6,6.07,41.02,1.78
14.23,SUV,1,9.14,25.5,1.5
28.59,Van,1,10.28,63.67,2.95
31.71,Sedan,4,4.0,50.03,1.19
11.83,SUV,6,6.83,19.82,0.81
36.74,SUV,2,10.16,77.48,4.11
20.06,Sedan,4,8.92,43.57,2.12
36.73,SUV,3,10.35,51.99,3.79
12.81,Bus,31,18.97,42.66,4.04
14.85,Bus,10,17.94,44.44,2.98
24.07,Sedan,2,8.52,30.51,2.04
11.09,Sedan,1,9.08,13.42,1.02
24.6,Sedan,3,5.8,29.88,1.36
27.14,Bus,5,12.0,55.39,4.2
24.04,Sedan,3,4.0,27.59,1.04
22.99,Van,12,13.38,50.7,3.98
9.44,Sedan,1,6.44,16.87,0.58
7.05,SUV,4,9.27,12.98,0.72
20.91,Sedan,3,4.35,27.89,1.12
5.01,Van,10,9.64,12.19,0.72
4.29,Sedan,2,6.15,10.31,0.3
14.7,SUV,4,9.31,17.69,1.48
10.93,Sedan,2,6.02,20.12,0.78
27.77,Van,13,9.13,51.3,3.28
20.88,Bus,36,15.65,46.32,4.63
27.04,Sedan,3,7.95,59.75,2.55
36.42,Bus,9,18.73,67.72,6.73
45.6,SUV,6,9.92,54.0,4.92
33.8,Sedan,1,5.42,53.22,2.22
23.66,SUV,1,4.57,41.42,1.16
10.26,Sedan,2,5.87,22.62,0.69
43.19,Van,2,9.44,73.63,4.16
8.73,Van,9,11.63,13.83,1.13
37.0,Sedan,3,10.44,58.74,4.72
48.58,SUV,2,10.04,61.08,5.67
28.15,Van,2,15.92,48.17,4.44
10.49,Bus,6,19.71,27.96,2.11
15.48,SUV,6,8.06,27.84,1.14
25.09,Bus,40,19.04,46.71,8.39
12.4,SUV,1,11.67,19.01,1.67
3.67,Sedan,1,8.7,5.0,0.42
23.43,Van,4,9.96,43.55,2.86
27.85,SUV,2,9.38,36.59,3.33
29.61,SUV,5,6.86,37.18,2.29
15.32,SUV,3,10.24,32.42,1.65
21.69,Van,10,13.8,33.03,2.99
24.34,Van,2,11.07,49.48,3.14
6.01,SUV,2,8.0,12.25,0.46
14.92,Sedan,1,6.93,33.04,1.18
22.62,SUV,6,9.63,44.63,2.35
27.65,SUV,6,9.12,52.33,2.44
51.27,Sedan,3,6.71,73.76,3.59
26.22,Van,6,10.69,46.41,2.9
8.43,SUV,1,10.49,20.17,0.92
11.71,Sedan,2,7.38,20.24,0.85
38.3,Sedan,1,5.32,69.17,2.07
62.7,Sedan,3,5.29,117.56,3.38
10.02,Bus,30,17.24,34.01,2.84
14.56,Sedan,4,7.38,21.22,0.98
64.4,Sedan,3,6.68,94.68,4.33
55.23,SUV,6,8.04,89.36,5.17
31.31,Sedan,3,6.81,41.01,2.58
14.76,Sedan,3,6.1,24.7,0.96
9.68,Sedan,1,7.56,23.02,0.8
13.98,SUV,4,9.5,22.5,1.58
16.74,SUV,1,8.53,26.92,1.49
17.28,Sedan,2,6.78,39.81,1.36
5.94,SUV,2,10.97,8.66,0.69
11.17,Bus,28,16.29,23.58,2.66
23.06,Sedan,4,6.98,30.65,1.73
14.39,Sedan,4,6.42,29.03,0.93
8.2,Sedan,3,7.01,16.87,0.62
10.3,SUV,2,8.02,25.16,0.69
18.64,Van,1,11.2,27.27,2.32
6.92,Sedan,4,7.83,17.76,0.63
46.65,Van,11,9.31,94.62,4.65
7.28,Sedan,4,4.9,17.44,0.26
32.88,SUV,3,7.06,61.2,2.61
62.08,Van,10,8.89,80.33,6.36
7.95,Sedan,4,7.21,13.43,0.47
9.36,SUV,3,6.89,20.24,0.71
18.85,Sedan,1,6.14,23.14,1.42
15.54,Van,5,12.11,22.98,2.44
39.04,Sedan,1,7.0,77.3,2.9
17.97,Bus,34,16.84,27.77,3.9
11.01,Sedan,1,6.73,19.5,0.64
34.21,Bus,21,18.32,93.43,7.57
16.78,Sedan,2,6.23,34.26,0.87
10.8,Van,10,10.62,20.35,1.45
12.2,Sedan,2,9.18,23.2,1.31
7.72,Bus,37,20.43,22.6,2.45
3.49,Sedan,2,9.48,16.51,0.43
8.34,Sedan,1,5.9,16.83,0.66
18.28,SUV,1,8.87,34.84,1.87
16.51,Sedan,1,4.9,35.83,0.8
6.39,Sedan,2,5.53,19.88,0.26
11.17,Bus,41,23.71,33.54,4.27
31.34,Bus,24,16.43,66.06,6.26
29.7,Sedan,1,8.8,48.89,2.72
22.15,Bus,6,14.27,68.09,3.47
9.01,SUV,6,7.42,18.25,0.85
38.8,Sedan,1,6.09,45.84,2.59
18.94,Van,9,10.89,31.28,2.27
12.13,Van,13,12.66,21.9,1.77
9.28,Bus,44,19.35,24.25,3.29
33.22,Sedan,2,6.0,62.54,2.48
2.0,Van,4,10.76,16.14,0.22
25.47,Sedan,2,6.12,41.45,2.0
14.97,Sedan,3,5.4,21.69,0.98
42.04,Sedan,2,5.43,79.95,2.54
75.07,Bus,29,21.08,193.37,19.45
12.2,Van,10,7.71,21.12,0.88
39.16,Van,10,13.91,75.78,6.5
26.28,SUV,7,8.49,53.7,2.15
24.48,Sedan,3,5.57,46.01,1.59
6.51,Sedan,4,7.39,7.12,0.48
14.11,Sedan,4,8.28,30.68,1.43
38.16,Sedan,1,7.84,59.85,2.56
45.31,Van,12,11.9,86.41,6.49
54.46,SUV,3,10.63,87.46,5.33
14.16,Sedan,1,4.44,33.55,0.73
29.13,Sedan,1,5.87,51.17,1.81
14.62,Sedan,4,5.41,27.52,0.7
23.18,SUV,5,10.84,48.09,2.83
28.85,Bus,37,16.85,56.84,6.49
15.04,SUV,3,10.27,27.38,1.36
30.37,Van,8,11.96,53.62,3.58
18.25,SUV,5,7.71,41.77,1.76
20.26,Sedan,4,5.8,27.31,1.35
6.6,Sedan,4,8.05,24.1,0.39
13.58,Bus,9,15.67,37.8,2.04
13.76,Van,2,11.22,28.45,1.48
79.13,Sedan,1,5.56,116.07,4.71
11.57,SUV,6,8.53,15.28,1.02
19.99,SUV,3,8.93,47.31,1.98
11.75,SUV,2,7.83,25.57,0.94
18.28,Bus,16,15.12,45.46,3.87
22.89,SUV,3,9.43,48.92,2.19
10.0,SUV,7,7.73,18.08,1.06
36.55,Sedan,2,5.53,42.93,2.11
10.4,Sedan,3,5.37,17.68,0.74
5.84,Sedan,4,6.41,6.08,0.43
21.62,Sedan,3,7.63,28.1,1.97
63.61,Van,11,13.71,111.8,8.74
4.36,Van,2,9.69,16.7,0.28
7.39,Sedan,3,9.08,14.22,0.71
34.74,Van,5,9.19,52.09,3.25
11.53,Sedan,4,7.8,22.6,1.14
23.82,Sedan,2,5.63,23.14,1.36
40.5,Sedan,1,5.45,69.52,2.76
33.29,Sedan,2,5.61,46.28,2.2
22.76,Sedan,1,6.44,33.42,1.76
23.04,SUV,7,9.87,43.7,2.58
22.71,SUV,1,10.0,44.37,2.11
25.42,Bus,17,15.17,57.64,4.29
46.76,Sedan,1,5.31,59.83,2.73
8.72,Sedan,4,5.4,26.42,0.5
7.75,Sedan,2,6.37,18.2,0.44
30.41,SUV,3,8.68,62.29,3.09
12.8,Sedan,3,5.36,27.28,0.59
6.27,Van,12,11.49,12.85,0.92
52.99,SUV,4,12.39,92.13,7.81
24.45,SUV,4,8.24,36.16,1.92
56.86,SUV,1,8.35,105.3,5.49
32.84,Sedan,4,7.17,63.61,2.91
17.1,Sedan,4,5.83,32.13,1.25
21.19,Sedan,1,7.3,38.2,1.46
38.7,SUV,6,7.92,51.05,3.98
6.1,Sedan,4,8.7,5.43,0.4
40.18,Sedan,4,6.91,59.05,3.14
20.23,Bus,21,16.14,60.4,3.93
18.16,Sedan,1,5.79,33.81,1.11
73.13,Van,9,10.08,121.72,9.66
47.05,Van,10,13.47,64.71,6.75
11.21,Sedan,4,4.98,22.58,0.64
25.85,Sedan,4,5.7,31.78,1.69
10.0,Sedan,1,5.83,18.22,0.66
28.92,Van,1,10.97,44.14,2.9
65.08,SUV,5,8.59,78.27,6.36
52.68,Van,10,8.32,82.88,4.64
28.13,Bus,18,16.8,60.53,6.93
26.09,Van,11,10.82,53.05,3.12
19.18,Sedan,3,5.75,34.11,1.2
67.95,Sedan,4,7.32,113.31,5.7
36.32,Van,5,12.65,80.89,4.85
15.64,Sedan,3,6.41,28.21,1.24
22.93,Sedan,4,6.78,18.95,1.43
23.7,Van,5,7.11,41.69,2.02
11.73,SUV,6,8.37,23.65,1.01
23.79,Bus,16,21.01,44.29,5.41
30.39,Van,10,10.24,65.36,4.31
10.34,Sedan,4,5.62,17.49,0.58
41.22,Bus,5,24.83,99.24,11.82
13.26,Sedan,3,8.68,16.52,1.06
15.79,Sedan,4,7.06,22.23,1.12
12.98,SUV,7,10.71,30.64,1.8
11.21,Sedan,4,4.0,20.62,0.48
45.71,SUV,6,7.82,72.46,3.79
50.77,Sedan,3,5.94,54.48,3.09
14.13,SUV,1,8.65,25.21,1.44
42.61,Sedan,2,5.91,83.26,2.95
6.67,Van,2,6.41,17.16,0.51
17.51,Van,4,11.69,38.93,2.48
8.35,Sedan,3,7.15,11.69,0.55
71.31,Sedan,4,8.42,112.32,7.51
46.62,Sedan,3,5.55,62.93,2.47
5.38,Sedan,3,5.46,15.36,0.21
11.79,Van,5,6.18,21.48,0.88
17.87,Van,12,10.47,30.38,1.82
20.54,Sedan,3,7.58,39.4,1.8
7.78,Sedan,1,5.77,15.21,0.47
34.28,Sedan,3,9.07,64.3,3.16
42.53,SUV,4,8.62,66.1,3.88
26.84,Sedan,3,6.68,54.15,2.22
25.61,Bus,22,13.91,60.11,5.35
13.02,Van,8,11.52,24.01,1.98
17.21,Sedan,2,4.12,32.83,0.89
24.78,SUV,5,10.04,29.04,2.81
26.55,Bus,5,20.17,49.16,5.82
21.54,SUV,6,11.04,38.17,3.0
40.16,Sedan,2,5.28,74.62,2.08
30.19,Sedan,2,6.69,49.25,2.52
42.91,Van,6,12.01,91.49,5.98
23.23,SUV,5,9.66,46.45,2.49
23.13,Van,11,9.44,50.43,2.47
37.84,Bus,15,10.82,106.38,4.64
10.35,Bus,20,19.04,26.73,2.64
97.0,Bus,10,17.54,236.45,19.22
12.98,Sedan,1,5.82,21.37,0.77
11.96,SUV,4,10.15,29.72,1.35
41.4,Van,7,10.92,89.36,5.19
31.49,Van,12,8.63,43.65,3.39
34.59,SUV,3,6.1,55.91,2.24
23.62,Sedan,4,5.15,30.44,1.18
10.77,Van,6,15.31,19.71,1.68
58.05,Van,3,12.3,98.17,7.08
40.31,Sedan,3,6.73,72.69,2.66
14.27,SUV,5,8.73,21.62,1.42
38.11,Sedan,4,6.2,66.68,2.59
15.15,Sedan,2,7.9,24.42,1.24
16.75,Sedan,2,5.91,27.07,1.07
17.69,SUV,3,9.87,34.85,1.93
13.36,SUV,4,8.48,28.15,1.17
23.33,SUV,7,11.91,43.32,2.97
40.52,Van,6,12.34,75.6,4.55
29.43,Van,14,13.24,36.75,5.53
34.4,Sedan,2,5.8,47.26,1.95
26.05,Sedan,3,7.77,50.11,2.31
4.09,Bus,8,17.06,15.46,0.98
80.6,Sedan,4,6.63,83.12,6.31
44.99,Bus,23,22.91,95.0,13.71
26.94,Van,14,9.12,43.49,3.07
9.74,SUV,6,9.3,19.47,0.85
33.55,Bus,43,19.31,76.61,9.01
22.12,Sedan,4,7.12,33.85,1.64
25.14,Sedan,4,5.96,48.5,1.79
39.97,SUV,3,12.13,75.5,5.46
28.56,Sedan,3,4.95,61.68,1.88
50.54,Bus,41,22.38,121.93,20.16
16.26,Sedan,2,7.96,19.78,1.26
6.37,SUV,1,11.85,10.97,0.79
21.48,SUV,4,6.62,29.82,1.65
16.62,Van,9,9.44,40.53,1.63
30.72,Sedan,3,8.29,57.34,2.34
11.94,Sedan,2,4.25,19.71,0.44
16.27,Van,11,8.11,29.63,1.53
31.5,Sedan,3,5.91,38.69,2.33
18.72,Van,11,11.35,44.51,2.42
41.91,SUV,3,11.39,52.5,5.07
12.13,Van,14,10.67,36.93,1.56
9.2,Van,4,9.91,19.48,1.08
33.82,Sedan,4,6.87,64.07,2.67
8.05,SUV,2,9.7,17.07,0.82
4.79,Bus,19,19.32,11.87,1.26
9.07,SUV,1,8.73,22.43,0.67
43.92,Bus,29,12.13,117.88,7.91
14.56,SUV,1,7.62,27.87,1.34
16.93,Sedan,3,8.2,37.43,1.53
35.41,Sedan,2,6.72,51.76,2.35
40.01,Bus,30,17.03,109.83,9.34
35.96,Sedan,1,7.84,51.01,3.24
33.76,Bus,32,14.61,80.1,6.92
13.87,Bus,10,17.32,28.97,2.96
23.86,Sedan,2,6.67,38.43,2.1
7.99,Sedan,4,5.97,12.58,0.35
17.62,Van,11,11.18,23.42,2.14
5.7,Sedan,1,6.27,8.83,0.4
41.94,Van,1,8.48,83.04,3.5
16.94,SUV,6,9.27,29.41,1.99
23.38,SUV,5,7.01,49.99,2.07
15.29,Van,14,11.3,40.35,2.14
45.22,Sedan,4,8.15,78.62,4.19
7.5,SUV,6,8.58,23.7,0.69
9.74,Sedan,4,5.09,23.33,0.69
23.04,Sedan,2,6.35,37.55,1.53
23.85,SUV,6,7.75,35.93,2.0
42.22,Van,12,12.07,74.06,7.19
26.25,Sedan,3,6.32,45.66,1.74
23.72,SUV,6,11.56,46.19,3.36
12.92,Van,5,13.09,31.22,1.47
45.38,Sedan,3,6.32,58.77,3.24
19.58,Sedan,1,7.36,37.25,1.23
13.54,Bus,31,16.82,32.79,3.35
12.18,Van,14,11.06,30.15,1.74
23.52,SUV,7,8.46,35.07,2.27
7.17,SUV,1,10.15,14.29,0.82
7.63,Sedan,4,8.22,15.76,0.84
7.61,SUV,7,10.2,13.52,0.9
60.74,SUV,7,10.38,89.69,7.75
51.9,SUV,2,10.38,96.42,6.09
11.39,Sedan,2,7.16,16.66,0.94
26.67,Sedan,3,5.13,38.77,1.71
34.51,Sedan,2,8.54,48.61,2.85
29.02,Bus,8,23.41,46.9,8.74
9.04,SUV,3,8.65,16.63,0.88
12.66,SUV,5,8.44,28.11,1.02
26.39,Sedan,4,7.23,30.76,2.01
7.42,Sedan,2,7.16,20.51,0.59
43.52,Van,4,10.64,65.34,5.6
8.83,SUV,3,7.12,18.87,0.87
24.58,SUV,3,9.46,47.31,2.76
37.75,Sedan,3,7.16,39.2,2.5
40.6,Van,5,12.31,80.67,4.84
40.97,Sedan,1,6.92,58.27,3.33
13.08,Sedan,1,6.17,22.47,0.85
14.23,SUV,2,10.49,29.8,1.46
27.91,Sedan,3,6.58,45.6,1.64
33.77,Sedan,3,5.94,41.68,2.09
32.79,SUV,1,8.73,42.18,2.65
35.29,Van,4,7.86,74.95,3.6
30.26,Van,12,10.67,74.35,4.25
26.86,SUV,2,10.03,46.44,3.24
13.9,Sedan,4,6.91,26.68,0.79
27.36,Sedan,2,8.32,54.5,2.24
56.72,Bus,40,17.21,110.78,13.47
18.05,SUV,3,9.73,31.5,1.78
16.87,Van,13,12.43,38.23,2.12
32.01,Sedan,3,9.31,53.98,3.84
8.83,SUV,1,9.22,15.51,1.03
24.39,Sedan,4,5.25,43.15,1.17
42.41,SUV,5,10.27,78.21,4.29
24.53,Bus,15,23.6,51.21,6.57
24.44,Bus,9,17.03,50.84,5.21
3.76,SUV,5,10.26,7.33,0.41
18.34,SUV,5,10.84,34.14,2.29
10.73,Bus,40,21.05,30.71,4.01
8.31,Van,13,11.23,20.28,0.96
20.62,Sedan,4,5.66,39.64,1.07
33.73,SUV,4,8.88,64.61,3.02
19.6,Sedan,2,7.05,32.24,1.36
38.44,SUV,5,10.36,62.14,4.68
33.36,SUV,4,9.5,61.14,3.22
14.51,SUV,5,8.43,28.9,1.15
15.94,Sedan,1,7.17,33.46,1.22
4.84,Sedan,3,7.53,14.69,0.29
68.56,SUV,6,9.57,82.75,6.74
11.36,Van,13,9.49,28.37,1.37
25.01,Van,9,10.67,43.29,3.08
20.23,Sedan,4,7.64,41.24,1.9
54.89,Bus,23,13.85,105.4,10.0
27.26,Bus,6,11.72,62.94,3.06
22.09,Sedan,2,8.31,31.79,2.14
47.29,Sedan,2,7.11,84.55,3.28
25.01,Van,13,12.09,40.18,3.44
12.21,Van,2,9.06,26.85,1.17
30.95,Bus,23,20.21,58.52,7.23
8.0,Bus,17,18.83,25.08,2.21
10.93,SUV,1,6.62,21.77,0.85
16.49,SUV,5,11.14,36.97,2.12
9.18,Sedan,4,6.69,12.88,0.83
17.8,Sedan,1,6.02,28.21,1.15
2.45,SUV,7,8.43,17.95,0.2
24.6,SUV,5,5.98,45.19,1.44
29.87,SUV,1,9.89,48.14,3.45
14.96,Van,12,11.47,37.06,1.95
5.89,Sedan,1,6.27,13.92,0.35
21.69,SUV,1,10.92,34.95,2.8
33.3,Sedan,3,4.84,49.58,1.61
7.43,SUV,2,8.1,10.85,0.7
96.57,Van,13,9.47,148.63,12.95
25.12,Van,3,10.5,44.63,3.05
34.3,Bus,22,18.2,64.82,8.63
82.69,Sedan,3,7.02,129.25,6.84
28.65,SUV,6,8.48,44.96,2.72
11.91,Sedan,3,5.45,17.02,0.88
13.84,SUV,5,11.53,23.3,1.58
41.09,Bus,34,25.23,63.1,16.52
36.84,Van,12,11.26,80.68,4.22
41.55,Bus,7,15.73,119.19,6.5
32.13,Sedan,1,8.27,48.09,3.12
29.24,Bus,29,13.66,66.39,6.13
3.09,Sedan,2,6.1,9.04,0.31
35.02,Bus,9,15.91,73.86,6.16
28.17,Sedan,4,5.11,38.31,1.33
10.01,Sedan,3,6.16,15.53,0.78
13.88,SUV,5,7.7,33.11,1.25
38.12,Bus,25,18.04,71.84,9.13
83.62,Sedan,4,6.53,99.78,6.75
42.6,Sedan,1,5.75,68.37,2.83
57.92,Bus,30,16.89,146.48,15.98
6.95,Sedan,3,6.22,15.02,0.48
44.28,Sedan,2,7.47,64.55,3.37
35.98,SUV,2,8.78,45.23,3.49
27.06,Sedan,4,7.49,41.47,2.1
15.88,Bus,18,19.76,41.23,4.09
30.0,Van,2,12.03,61.2,4.02
39.36,SUV,1,11.08,63.84,4.07
22.99,Bus,21,14.64,60.49,5.0
13.33,SUV,1,8.29,29.02,0.96
52.57,Sedan,2,8.62,95.21,4.7
18.54,Sedan,1,6.19,32.46,1.15
27.68,SUV,5,4.78,49.49,1.55
4.17,Sedan,1,6.26,7.76,0.39
12.47,Bus,43,18.4,32.36,3.47
44.87,Van,11,6.29,76.79,3.48
42.74,Sedan,1,8.1,53.33,3.35
29.81,SUV,2,7.93,60.72,2.44
4.82,Van,4,11.59,8.1,0.84
13.8,Bus,15,17.32,26.36,3.35
67.37,Bus,9,14.13,161.09,11.35
23.37,SUV,6,7.39,57.0,2.17
38.39,Van,7,9.32,89.02,3.36
13.46,SUV,3,10.63,23.95,1.57
22.72,SUV,6,8.78,28.42,2.53
13.59,Sedan,3,5.87,33.08,0.78
17.35,Sedan,1,5.38,33.2,1.15
11.93,SUV,1,10.79,18.06,1.39
19.62,Sedan,2,8.26,39.27,1.92
20.3,Sedan,2,7.92,21.71,1.43
35.51,Van,4,11.89,63.64,4.21
5.75,Sedan,4,6.85,16.79,0.4
8.6,SUV,5,7.18,27.09,0.73
22.93,SUV,2,8.63,34.76,2.15
9.46,Bus,31,15.95,22.75,1.63
10.34,SUV,3,6.26,27.29,0.7
57.02,Sedan,4,7.77,79.33,5.43
34.07,SUV,3,7.96,48.35,3.02
19.68,Van,14,13.15,34.09,3.21
13.0,Bus,7,20.65,31.58,3.36
59.74,SUV,6,9.84,87.33,7.42
7.35,Sedan,1,7.24,23.99,0.61
41.24,Bus,31,16.15,78.48,9.54
62.01,Sedan,2,8.73,106.69,5.41
23.04,SUV,4,9.06,59.32,2.4
28.77,SUV,1,9.45,60.76,3.01
29.87,Sedan,3,5.72,54.76,1.75
35.2,Sedan,4,5.38,62.93,2.15
26.48,Sedan,4,7.07,49.56,1.93
28.39,Van,3,11.39,59.01,3.85
12.7,Bus,22,15.63,26.03,2.55
4.64,Sedan,2,4.77,7.66,0.31
39.6,Van,5,8.71,76.92,4.2
8.89,Sedan,3,7.94,13.63,0.68
54.43,SUV,1,8.08,106.08,5.26
20.52,Sedan,2,6.09,35.52,1.3
71.43,Bus,5,22.35,135.8,15.26
28.2,Van,11,8.98,53.08,2.76
16.57,Van,8,9.69,24.8,1.89
33.62,Van,2,9.62,56.51,2.84
66.26,SUV,4,11.43,109.48,9.51
24.07,Bus,17,23.98,53.62,7.96
23.29,Van,11,12.35,44.01,3.41
21.97,Bus,24,20.35,52.7,6.93
16.35,SUV,7,8.13,23.97,1.34
26.63,Sedan,4,8.84,45.1,2.94
29.27,SUV,3,9.4,45.5,3.35
70.68,Sedan,1,7.52,122.98,5.95
16.59,SUV,2,8.84,32.96,1.6
58.81,SUV,6,8.6,116.67,5.79
30.43,SUV,5,11.49,29.52,4.38
33.83,Sedan,3,7.15,39.06,2.18
14.9,Sedan,1,8.24,31.28,1.33
20.74,SUV,5,9.38,38.52,2.4
18.14,Bus,10,15.45,44.36,3.6
35.95,Sedan,1,5.8,60.57,1.95
11.14,SUV,4,9.15,18.33,1.37
10.68,Van,11,9.87,16.6,1.42
3.7,SUV,6,7.34,14.35,0.29
33.93,Sedan,2,7.94,69.27,3.41
8.74,SUV,3,8.18,24.78,0.82
22.55,Sedan,1,6.67,52.0,1.56
7.62,Bus,14,18.89,23.27,1.62
22.98,Sedan,1,5.79,34.2,1.43
22.05,Sedan,4,8.24,39.99,2.28
15.44,Sedan,3,5.16,33.07,0.75
29.4,Sedan,2,6.81,44.47,2.12
14.78,Van,14,11.44,31.49,1.7
39.0,Sedan,3,6.43,67.29,2.39
44.88,Sedan,4,4.94,82.71,2.81
46.56,SUV,1,10.31,62.42,5.58
22.8,Sedan,4,7.39,41.01,2.05
32.9,Sedan,3,5.69,48.48,2.16
22.75,Van,7,12.27,34.39,2.89
30.48,Van,12,11.67,46.85,3.96
23.54,Bus,7,14.16,45.93,3.58
